$GPRMC,063951.774,A,46.14815054198022,N,-1.1834771186113358,E,30,29.9,1.39,,010419,,E*42
$GPRMC,063951.774,A,46.14274842035806,N,-1.1837158352136612,E,30,29.9,1.39,,010419,,E*41
$GPRMC,063951.774,A,46.1425830219621,N,-1.1766348034143448,E,30,29.9,1.39,,010419,,E*71
$GPRMC,063951.774,A,46.147691326510234,N,-1.1771916970610619,E,30,29.9,1.39,,010419,,E*74
$GPRMC,063951.774,A,46.1516048716129,N,-1.1787299439311028,E,30,29.9,1.39,,010419,,E*7E
$GPRMC,063951.774,A,46.151366104323074,N,-1.1727093905210497,E,30,29.9,1.39,,010419,,E*79
$GPRMC,063951.774,A,46.14734220869579,N,-1.171887293457985,E,30,29.9,1.39,,010419,,E*74
$GPRMC,063951.774,A,46.14936325192291,N,-1.167166605591774,E,30,29.9,1.39,,010419,,E*71
$GPRMC,063951.774,A,46.15311131138754,N,-1.1670603230595589,E,30,29.9,1.39,,010419,,E*46
$GPRMC,063951.774,A,46.15272553109296,N,-1.162472069263458,E,30,29.9,1.39,,010419,,E*77
